Application_ID,Customer_ID,Application_Date,Applicant_Age,Employment,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Previous_Loans,Existing_Debt_INR,Loan_Term_Months,Debt_to_Income_Ratio,Interest_Rate_Pct,Loan_Purpose,Education,Branch,Approval_Status,Default_Status,Risk_Category
LOAN20672,CUST10672,10-04-2024,21,Salaried,636000,274000,662,0,229500,60,0.45,10.25,Vehicle,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20673,CUST10673,12-07-2025,35,Salaried,720700,392000,692,1,145300,48,0.353,8.98,Business,Postgraduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20674,CUST10674,18-03-2023,34,Salaried,711200,278000,625,0,126900,72,0.251,11.32,Medical,Graduate,Coimbatore,Approved,No Default,High Risk
LOAN20675,CUST10675,20-11-2024,24,Salaried,588100,222000,771,0,111200,36,0.321,9.58,Vehicle,Graduate,Delhi,Rejected,Not Applicable,Low Risk
LOAN20676,CUST10676,04-05-2024,30,Contract,632500,198000,762,0,115900,84,0.23,8.5,Vehicle,Postgraduate,Kolkata,Approved,No Default,Low Risk
LOAN20677,CUST10677,07-02-2025,27,Salaried,714700,50000,699,1,199800,24,0.317,10.2,Vehicle,Postgraduate,Pune,Approved,No Default,Medium Risk
LOAN20678,CUST10678,27-04-2023,56,Self-Employed,357700,50000,702,1,226100,12,0.782,10.35,Business,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20679,CUST10679,09-03-2024,47,Salaried,860500,258000,714,2,346700,72,0.455,10.38,Personal,Graduate,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20680,CUST10680,19-01-2023,51,Contract,677900,234000,588,1,435600,36,0.764,11.91,Home,Graduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20681,CUST10681,20-09-2025,45,Salaried,393100,50000,637,0,176200,60,0.475,10.58,Personal,Graduate,Hyderabad,Approved,No Default,High Risk
LOAN20682,CUST10682,24-07-2024,27,Salaried,577400,318000,684,2,219600,60,0.501,11.86,Home,Postgraduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20683,CUST10683,15-07-2023,33,Contract,614700,177000,631,0,360500,72,0.639,12.31,Personal,Diploma,Kochi,Rejected,Not Applicable,High Risk
LOAN20684,CUST10684,10-09-2024,43,Contract,400500,119000,623,0,122400,84,0.352,11.38,Vehicle,Diploma,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20685,CUST10685,26-03-2024,26,Salaried,949000,246000,708,1,506800,36,0.626,11.3,Vehicle,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20686,CUST10686,29-02-2024,45,Business Owner,2435200,1000000,847,3,554700,60,0.319,7.77,Business,Graduate,Bengaluru,Rejected,Not Applicable,Low Risk
LOAN20687,CUST10687,29-01-2024,36,Salaried,388800,113000,662,2,12200,24,0.194,9.74,Home,Postgraduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20688,CUST10688,11-10-2023,34,Self-Employed,333900,297000,585,1,220400,48,0.893,14.37,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20689,CUST10689,03-02-2023,45,Salaried,656000,199000,645,5,260000,72,0.449,11.23,Vehicle,Postgraduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20690,CUST10690,22-10-2023,42,Salaried,801700,436000,628,3,497600,36,0.816,11.83,Education,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20691,CUST10691,08-09-2023,34,Business Owner,700900,160000,738,0,417400,60,0.643,10.1,Vehicle,Diploma,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20692,CUST10692,29-09-2024,50,Self-Employed,1301700,131000,621,2,113700,60,0.109,10.69,Medical,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20693,CUST10693,05-12-2023,27,Salaried,298200,185000,714,1,109800,60,0.503,9.95,Business,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20694,CUST10694,09-09-2024,44,Business Owner,1092000,227000,798,1,299200,84,0.306,7.66,Business,Diploma,Hyderabad,Approved,No Default,Low Risk
LOAN20695,CUST10695,15-03-2024,44,Business Owner,585400,137000,656,1,238300,12,0.655,12.54,Medical,Postgraduate,Hyderabad,Approved,No Default,High Risk
LOAN20696,CUST10696,29-06-2023,35,Salaried,1294200,188000,603,2,690800,60,0.565,12.64,Vehicle,Diploma,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20697,CUST10697,13-09-2024,41,Self-Employed,1686300,624000,754,0,345100,72,0.273,8.9,Education,Graduate,Kolkata,Rejected,Not Applicable,Low Risk
LOAN20698,CUST10698,16-08-2023,25,Salaried,392400,143000,656,0,120500,48,0.403,9.6,Education,Postgraduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20699,CUST10699,24-09-2024,47,Business Owner,601500,152000,619,1,316900,24,0.664,12.97,Business,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20700,CUST10700,10-09-2024,36,Contract,979000,346000,677,4,146100,60,0.222,8.92,Personal,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20701,CUST10701,04-10-2024,33,Unemployed,170400,50000,662,0,93400,36,0.649,11.76,Education,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20702,CUST10702,23-01-2023,48,Salaried,554800,258000,711,1,271100,24,0.74,10.41,Vehicle,Postgraduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20703,CUST10703,18-10-2024,31,Salaried,574000,164000,626,1,349000,72,0.658,13.21,Vehicle,Graduate,Pune,Approved,No Default,High Risk
LOAN20704,CUST10704,23-11-2023,24,Salaried,225600,50000,555,1,90300,60,0.446,14.36,Vehicle,Graduate,Coimbatore,Approved,Default,High Risk
LOAN20705,CUST10705,03-06-2023,22,Salaried,563200,187000,658,1,69100,72,0.181,9.86,Business,Postgraduate,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20706,CUST10706,10-09-2024,44,Salaried,407200,104000,649,2,118500,60,0.346,10.68,Vehicle,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20707,CUST10707,26-05-2023,25,Contract,349500,250000,657,2,81700,60,0.39,11.66,Business,Diploma,Pune,Approved,No Default,Medium Risk
LOAN20708,CUST10708,09-09-2023,56,Salaried,1133800,307000,701,1,741000,12,0.937,12.69,Vehicle,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20709,CUST10709,29-10-2023,21,Salaried,310200,50000,679,2,19700,48,0.107,9.25,Personal,Graduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20710,CUST10710,11-03-2023,55,Business Owner,1156900,297000,834,2,599100,36,0.607,8.81,Medical,High School,Mumbai,Approved,No Default,High Risk
LOAN20711,CUST10711,26-06-2024,40,Salaried,495900,106000,714,2,170900,72,0.383,11.4,Business,Diploma,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20712,CUST10712,03-04-2023,37,Business Owner,684600,350000,680,2,206400,36,0.483,10.26,Home,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20713,CUST10713,10-10-2024,33,Salaried,828600,510000,691,0,14400,36,0.241,9.16,Education,Diploma,Coimbatore,Approved,No Default,Medium Risk
LOAN20714,CUST10714,04-06-2025,42,Self-Employed,762900,283000,665,1,297400,60,0.473,11.66,Vehicle,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20715,CUST10715,12-06-2023,38,Salaried,745600,276000,758,2,323600,36,0.572,11.43,Vehicle,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20716,CUST10716,22-03-2023,49,Salaried,902400,382000,674,2,191000,36,0.357,10.54,Personal,Graduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20717,CUST10717,07-04-2025,39,Contract,377700,50000,635,1,230300,60,0.639,10.86,Medical,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20718,CUST10718,10-08-2024,40,Salaried,422600,221000,665,2,64600,24,0.424,11.14,Home,Diploma,Delhi,Approved,No Default,Medium Risk
LOAN20719,CUST10719,04-03-2023,34,Self-Employed,384900,113000,621,1,169300,12,0.767,12.57,Vehicle,Postgraduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20720,CUST10720,03-09-2024,37,Salaried,381500,188000,583,0,173300,36,0.628,13.5,Home,High School,Coimbatore,Approved,Default,High Risk
LOAN20721,CUST10721,11-03-2024,41,Salaried,2335400,1000000,850,0,252200,60,0.199,6.5,Business,Postgraduate,Delhi,Approved,No Default,Low Risk
LOAN20722,CUST10722,17-02-2023,21,Contract,804800,308000,671,2,480200,60,0.676,10.55,Medical,,Mumbai,Rejected,Not Applicable,High Risk
LOAN20723,CUST10723,20-03-2024,25,Salaried,296400,77000,677,1,107200,48,0.429,10.39,Vehicle,Postgraduate,Delhi,Approved,No Default,Medium Risk
LOAN20724,CUST10724,08-07-2025,45,Self-Employed,343500,119000,615,2,83400,60,0.319,12.63,Home,High School,Pune,Approved,No Default,High Risk
LOAN20725,CUST10725,15-03-2023,40,Unemployed,258600,50000,653,1,96900,36,0.447,10.03,Business,Postgraduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20726,CUST10726,05-04-2025,36,Self-Employed,842700,232000,644,0,399900,72,0.524,11.35,Personal,Postgraduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20727,CUST10727,04-12-2024,38,Contract,576300,155000,746,2,183400,12,0.613,8.95,Vehicle,High School,Bengaluru,Approved,No Default,High Risk
LOAN20728,CUST10728,25-06-2024,41,Salaried,501700,363000,574,0,213700,60,0.585,13.34,Business,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20729,CUST10729,06-06-2023,33,Salaried,533900,351000,697,0,14700,72,0.143,9.3,Medical,Postgraduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20730,CUST10730,01-05-2024,30,Salaried,663600,97000,711,1,157500,60,0.268,8.23,Personal,Diploma,Ahmedabad,Approved,No Default,Medium Risk
LOAN20731,CUST10731,23-09-2023,40,Business Owner,150000,268000,651,,446300,36,0.66,13.05,Personal,High School,Mumbai,Rejected,Not Applicable,High Risk
LOAN20732,CUST10732,13-09-2023,28,Unemployed,120000,58000,596,1,8000,36,0.238,9.79,Education,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20733,CUST10733,08-02-2023,42,Salaried,507800,98000,741,0,306300,60,0.644,11.6,Personal,Graduate,Coimbatore,Approved,No Default,High Risk
LOAN20734,CUST10734,24-02-2023,21,Self-Employed,430600,50000,531,1,76100,24,0.237,13.59,Vehicle,Postgraduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20735,CUST10735,28-01-2023,48,Salaried,616700,203000,708,0,301500,60,0.558,10.83,Education,Graduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20736,CUST10736,02-07-2025,43,Self-Employed,2500000,685000,715,3,651300,60,0.318,10.22,Home,Postgraduate,Pune,Approved,No Default,Medium Risk
LOAN20737,CUST10737,25-07-2025,41,Salaried,676400,180000,633,0,302800,60,0.507,11.59,Education,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20738,CUST10738,28-04-2023,48,Unemployed,176500,50000,668,2,13300,24,0.223,8.74,Home,Graduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20739,CUST10739,05-01-2024,55,Self-Employed,1008600,190000,677,1,70500,60,0.111,9.55,Personal,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20740,CUST10740,28-07-2023,48,Salaried,300000,339000,626,1,153800,60,0.318,9.85,Personal,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20741,CUST10741,09-08-2024,21,Salaried,693700,183000,677,3,55700,60,0.137,9.45,Personal,Graduate,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20742,CUST10742,30-07-2024,25,Salaried,758700,154000,808,1,172600,12,0.438,7.32,Vehicle,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20743,CUST10743,28-04-2025,32,Salaried,1521600,487000,667,1,553900,12,0.703,12.69,Vehicle,Graduate,Delhi,Approved,No Default,High Risk
LOAN20744,CUST10744,17-05-2025,38,Salaried,329500,182000,595,1,118500,36,0.55,12.89,Business,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20745,CUST10745,03-09-2024,43,Contract,555800,151000,732,1,310800,24,0.704,11.28,Vehicle,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20746,CUST10746,11-07-2024,31,Self-Employed,415400,77000,754,1,170100,60,0.448,9.59,Medical,Graduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20747,CUST10747,12-11-2023,40,Self-Employed,846000,144000,687,0,386500,72,0.488,12.19,Vehicle,Postgraduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20748,CUST10748,28-01-2024,30,Salaried,364800,221000,588,1,105200,36,0.509,13.37,Personal,Diploma,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20749,CUST10749,29-07-2025,32,Contract,362400,239000,747,1,137900,72,0.499,11.01,Home,Graduate,Kochi,Approved,No Default,Medium Risk
LOAN20750,CUST10750,19-03-2024,24,Business Owner,679600,204000,770,2,221700,12,0.647,9.11,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20751,CUST10751,29-10-2024,29,Salaried,905700,322000,746,0,487200,36,0.664,9.89,Business,Postgraduate,Pune,Approved,No Default,High Risk
LOAN20752,CUST10752,21-01-2025,24,Business Owner,1216800,562000,689,4,177400,12,0.657,9.39,Medical,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20753,CUST10753,14-05-2025,28,Self-Employed,356400,102000,643,1,28100,36,0.179,9.93,Medical,High School,Kolkata,Approved,No Default,High Risk
LOAN20754,CUST10754,16-09-2023,49,Salaried,582100,197000,669,1,258400,72,0.506,11.05,Education,Postgraduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20755,CUST10755,04-08-2025,29,Salaried,403300,50000,678,1,83100,24,0.274,10.34,Personal,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20756,CUST10756,09-10-2024,64,Self-Employed,354200,109000,725,2,201200,60,0.634,10.16,Vehicle,Graduate,Delhi,Approved,No Default,High Risk
LOAN20757,CUST10757,31-05-2025,43,Salaried,510900,162000,719,0,278100,48,0.628,11.26,Personal,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20758,CUST10758,17-07-2023,40,Contract,381900,233000,574,1,86900,72,0.337,12.65,Home,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20759,CUST10759,29-11-2024,29,Contract,1419300,387000,809,2,124800,24,0.229,7.08,Business,Graduate,Chennai Central,Rejected,Not Applicable,Low Risk
LOAN20760,CUST10760,19-09-2024,45,Self-Employed,797700,188000,705,1,295200,36,0.451,9.45,Business,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20761,CUST10761,20-03-2024,32,Salaried,292700,145000,687,1,107300,12,0.882,12.31,Vehicle,Diploma,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20762,CUST10762,23-07-2024,39,Salaried,432400,229000,744,2,84500,48,0.334,9.12,Education,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20763,CUST10763,04-08-2024,64,Self-Employed,1058000,570000,652,1,500000,36,0.666,11.54,Home,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20764,CUST10764,27-08-2024,37,Self-Employed,1765800,526000,780,1,698500,72,0.451,8.65,Personal,Postgraduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20765,CUST10765,10-01-2025,49,Salaried,264800,88000,618,1,79100,60,0.369,10.32,Education,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20766,CUST10766,26-06-2025,31,Self-Employed,262800,80000,550,1,51900,60,0.265,12.8,Business,Graduate,Kolkata,Approved,Default,High Risk
LOAN20767,CUST10767,10-10-2024,38,Business Owner,1922100,999000,821,1,900000,60,0.584,9.21,Personal,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20768,CUST10768,08-09-2024,56,Salaried,683600,211000,825,1,124800,24,0.355,7.71,Personal,Postgraduate,Pune,Approved,No Default,Low Risk
LOAN20769,CUST10769,01-11-2023,32,Salaried,373700,122200,556,1,181100,48,0.579,14.02,Personal,High School,Mumbai,Rejected,Not Applicable,High Risk
LOAN20770,CUST10770,05-12-2023,56,Business Owner,1012100,393000,712,4,318800,84,0.374,9.88,Home,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20771,CUST10771,12-06-2024,45,Salaried,160000,110000,672,0,117300,60,0.876,13.8,Medical,Graduate,Delhi,Approved,No Default,High Risk
LOAN20772,CUST10772,23-02-2023,32,Salaried,567900,215000,683,0,316300,72,0.625,10.27,Personal,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20773,CUST10773,22-04-2023,44,Salaried,663600,136000,679,1,367600,60,0.598,11.43,Medical,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20774,CUST10774,14-11-2024,48,Salaried,883600,115000,635,2,227100,24,0.329,11.71,Vehicle,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20775,CUST10775,16-07-2025,44,Business Owner,481300,287000,676,4,72200,36,0.373,11.62,Personal,Diploma,Bengaluru,Approved,No Default,Medium Risk
LOAN20776,CUST10776,23-02-2024,22,Self-Employed,675200,274000,635,1,279200,12,0.85,13.7,Home,Diploma,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20777,CUST10777,31-08-2025,31,Salaried,363600,220000,536,1,122800,36,0.552,12.83,Personal,Graduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20778,CUST10778,01-11-2023,36,Contract,500500,232000,710,0,61600,24,0.366,8.46,Personal,Postgraduate,Delhi,Approved,No Default,Medium Risk
LOAN20779,CUST10779,13-03-2024,37,Contract,288100,114000,677,1,130500,48,0.555,11,Personal,Postgraduate,Mumbai,Approved,No Default,Medium Risk
LOAN20780,CUST10780,17-10-2024,44,Contract,364000,236000,634,0,80300,60,0.36,11.42,Personal,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20781,CUST10781,26-03-2023,40,Salaried,351600,170000,668,1,0,72,0.087,10.18,Education,Graduate,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20782,CUST10782,07-06-2024,25,Salaried,775000,198000,755,1,39700,60,0.108,7.06,Medical,Graduate,Kochi,Approved,No Default,Low Risk
LOAN20783,CUST10783,09-09-2023,42,Unemployed,309800,122000,604,2,167800,72,0.612,13.17,Medical,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20784,CUST10784,28-12-2024,44,Business Owner,699600,373000,734,3,277500,12,0.99,9.71,Home,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20785,CUST10785,06-05-2023,44,Salaried,577500,72000,661,2,98300,12,0.306,9.83,Medical,Diploma,Mumbai,Approved,No Default,Medium Risk
LOAN20786,CUST10786,01-09-2024,49,Salaried,282900,161000,721,2,75200,60,0.392,10.38,Education,Postgraduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20787,CUST10787,22-06-2025,46,Salaried,491000,111000,686,1,153300,36,0.391,9.36,Personal,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20788,CUST10788,09-02-2024,43,Contract,432300,119000,649,2,158700,36,0.469,10.41,Vehicle,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20789,CUST10789,31-10-2023,37,Self-Employed,2279900,1000000,761,1,203700,36,0.249,7.98,Medical,Diploma,Chennai Central,Rejected,Not Applicable,Low Risk
LOAN20790,CUST10790,22-06-2025,21,Self-Employed,380000,159000,664,1,245400,36,0.792,12.46,Home,Postgraduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20791,CUST10791,28-01-2023,42,Salaried,1145000,444000,686,4,158600,60,0.22,8.74,Vehicle,Diploma,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20792,CUST10792,27-04-2025,40,Self-Employed,1045600,354000,677,,699400,48,0.763,11.94,Vehicle,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20793,CUST10793,23-09-2023,41,Business Owner,895900,212000,658,1,158900,60,0.226,9.82,Vehicle,Graduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20794,CUST10794,21-02-2023,25,Salaried,1318800,317000,690,1,668700,60,0.559,11.84,Personal,Postgraduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20795,CUST10795,16-10-2024,27,Business Owner,936100,570000,823,1,203600,36,0.432,7.63,Home,Diploma,Chennai Central,Approved,No Default,Medium Risk
LOAN20796,CUST10796,05-10-2024,49,Unemployed,247300,129000,658,0,52800,36,0.403,10.89,Personal,Graduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20797,CUST10797,07-05-2025,38,Salaried,552700,235000,780,2,320400,36,0.736,10.14,Medical,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20798,CUST10798,25-05-2024,45,Self-Employed,1165800,262000,656,2,647700,36,0.635,11.5,Business,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20799,CUST10799,26-07-2023,38,Salaried,959700,78000,718,0,256000,60,0.284,9.93,Business,Diploma,Coimbatore,Approved,No Default,Medium Risk
LOAN20800,CUST10800,22-09-2025,38,Business Owner,579900,93000,601,1,272400,60,0.506,13.09,Vehicle,High School,Kolkata,Rejected,Not Applicable,High Risk
LOAN20801,CUST10801,18-09-2025,47,Self-Employed,344000,55000,606,1,146400,60,0.461,11.64,Vehicle,High School,Mumbai,Approved,No Default,High Risk
LOAN20802,CUST10802,27-07-2024,33,Self-Employed,587800,237000,618,0,322100,36,0.697,13,Vehicle,High School,Delhi,Rejected,Not Applicable,High Risk
LOAN20803,CUST10803,24-05-2025,39,Business Owner,533300,212000,736,0,72500,60,0.221,7.99,Home,Graduate,Delhi,Approved,Default,Medium Risk
LOAN20804,CUST10804,25-05-2024,33,Salaried,550000,216000,653,0,232000,60,0.504,11.81,Medical,Graduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20805,CUST10805,24-09-2025,34,Contract,802000,188000,732,1,278400,48,0.41,9.75,Home,Graduate,Delhi,Approved,No Default,Medium Risk
LOAN20806,CUST10806,05-10-2024,35,Self-Employed,520300,206000,695,0,127000,60,0.331,9.62,Business,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20807,CUST10807,06-07-2024,40,Self-Employed,555500,50000,802,1,346300,48,0.647,9.52,Home,Diploma,Chennai Central,Approved,No Default,High Risk
LOAN20808,CUST10808,20-07-2023,33,Business Owner,805100,205000,613,0,158500,60,0.251,11.54,Business,Diploma,Chennai Central,Approved,No Default,High Risk
LOAN20809,CUST10809,02-09-2024,51,Business Owner,1176600,64000,799,5,94300,60,0.091,8.07,Home,Graduate,Chennai Central,Approved,No Default,Low Risk
LOAN20810,CUST10810,02-04-2025,29,Salaried,192800,63000,703,3,87200,24,0.627,11.27,Home,Postgraduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20811,CUST10811,11-10-2023,36,Salaried,330900,110000,575,0,111400,60,0.41,13.1,Personal,Diploma,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20812,CUST10812,23-12-2023,34,Contract,490100,232000,699,3,94200,24,0.437,11.79,Education,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20813,CUST10813,16-02-2023,52,Salaried,1008700,329000,737,0,290100,24,0.465,8.87,Personal,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20814,CUST10814,17-05-2023,40,Unemployed,162000,50000,564,0,116000,84,0.765,14.95,Personal,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20815,CUST10815,10-05-2023,48,Salaried,230400,122000,598,1,33100,84,0.223,10.53,Home,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20816,CUST10816,14-07-2023,23,Salaried,763400,369000,655,0,297500,24,0.654,11.35,Medical,Postgraduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20817,CUST10817,20-09-2024,41,Salaried,418000,52000,774,1,195300,48,0.502,9.17,Vehicle,Graduate,Delhi,Approved,No Default,Medium Risk
LOAN20818,CUST10818,30-12-2023,47,Contract,250200,106000,621,2,90000,36,0.517,11.47,Personal,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20819,CUST10819,07-03-2024,39,Self-Employed,480200,181000,701,3,319500,48,0.764,10.89,Vehicle,High School,Kochi,Approved,No Default,High Risk
LOAN20820,CUST10820,10-03-2023,49,Salaried,518900,50000,628,0,226000,60,0.456,11.57,Personal,Postgraduate,Ahmedabad,Approved,No Default,High Risk
LOAN20821,CUST10821,02-04-2024,33,Salaried,424100,117000,619,0,163400,84,0.426,11.4,Education,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20822,CUST10822,23-06-2024,52,Self-Employed,224800,88000,693,3,71800,60,0.405,9.71,Education,High School,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20823,CUST10823,01-12-2023,61,Salaried,872100,507000,631,1,415100,36,0.688,11.73,Personal,Graduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20824,CUST10824,09-06-2024,34,Contract,816500,305000,652,1,318200,60,0.471,12.39,Vehicle,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20825,CUST10825,11-07-2024,34,Business Owner,1070500,378000,721,1,622500,36,0.706,9.99,Vehicle,Diploma,Chennai Central,Approved,No Default,High Risk
LOAN20826,CUST10826,09-09-2025,53,Self-Employed,375300,50000,654,2,121400,72,0.347,10.58,Personal,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20827,CUST10827,27-06-2025,54,Unemployed,186300,50000,569,1,12200,72,0.114,12.21,Personal,Diploma,Mumbai,Rejected,Not Applicable,High Risk
LOAN20828,CUST10828,16-01-2023,33,Salaried,565200,56987,698,1,83800,60,0.248,10.18,Home,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20829,CUST10829,16-09-2025,34,Unemployed,273500,59000,626,0,24500,36,0.278,11.13,Vehicle,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20830,CUST10830,24-07-2025,35,Self-Employed,893100,385000,738,2,127700,36,0.297,8.5,Vehicle,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20831,CUST10831,31-03-2024,25,Self-Employed,455500,311000,601,0,239000,12,1.2,15.07,Home,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20832,CUST10832,24-05-2024,29,Salaried,589800,154000,663,2,320600,60,0.599,10.66,Education,Postgraduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20833,CUST10833,28-07-2023,28,Contract,551500,188000,715,0,296300,48,0.627,10.51,Home,Postgraduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20834,CUST10834,07-06-2023,30,Salaried,1140400,181000,780,0,475200,36,0.472,8.71,Medical,High School,Ahmedabad,Approved,No Default,Medium Risk
LOAN20835,CUST10835,03-12-2023,38,Salaried,795100,314000,622,1,437400,48,0.653,12.35,Personal,Diploma,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20836,CUST10836,08-01-2025,40,Salaried,828100,111000,721,1,262700,60,0.346,8.87,Home,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20837,CUST10837,18-08-2025,54,Self-Employed,674600,275000,568,2,384300,24,0.78,12.64,Home,Diploma,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20838,CUST10838,29-08-2023,28,Self-Employed,1275300,308000,737,1,303600,72,0.28,9.96,Personal,Postgraduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20839,CUST10839,27-02-2023,48,Business Owner,953200,385000,813,0,575800,72,0.678,10,Vehicle,Postgraduate,Mumbai,Approved,No Default,High Risk
